source,target,edge_id,length,connectivity,shared_points
0,1,0,10.968560746268604,0.4839739640401945,
0,2,1,20.709226323627313,0.2806757673302244,
0,3,2,12.255242854859992,0.26132218446862276,
0,4,3,19.341915781234857,0.20812722151415713,
0,5,4,15.158429772962304,0.2244961511138358,
0,6,5,17.171314305853436,0.2851278686722867,
0,7,6,27.07983957405187,0.0005426102071304362,
0,8,7,16.226042574794814,0.05408123395778215,
0,9,8,23.868613802059578,0.22772621513881694,
0,10,9,39.41361165565306,0.0020626816836961923,
0,11,10,15.346281970019389,0.5320290234060794,
0,17,11,38.037983463564245,0.005109242006319611,
0,18,12,41.89831943451167,0.018037260446566443,
0,19,13,24.73589318831818,0.0006229649034093066,
0,22,14,18.122730377012616,0.08722325650882304,
0,23,15,54.47200608828342,0.013711049976905766,
0,24,16,35.585954744785695,0.040726576209004633,
0,25,17,32.46712142966088,0.014716813517531456,
0,26,18,62.43508905583655,0.006398489989222691,
0,29,19,63.91904255973005,0.09806085664945241,
0,30,20,67.17479133292956,0.002655352665210709,
1,2,21,20.5548797773084,0.22890248796951343,
1,3,22,6.488713643290425,0.5428753661901997,
1,4,23,21.591821351251156,0.03379822913159316,
1,5,24,11.745688395936389,0.2835351423777832,
1,8,25,16.057618764489167,0.024592176360458497,
1,9,26,24.287856105571908,0.06177644687563419,
1,10,27,40.24029458543438,0.0072742037621572764,
1,11,28,11.46002946584472,0.7707643515954432,
1,16,29,27.882959445991467,0.00014779582005597182,
1,17,30,37.38723752587927,0.004633233515672564,
1,18,31,42.23598867966707,0.012283265960645441,
1,19,32,24.273206934410087,0.0002196933089526269,
1,22,33,17.394477607548747,0.009951746742588502,
1,24,34,35.67455182748532,0.04265238172296679,
1,26,35,60.689279380693115,0.006124720940240057,
1,29,36,64.53704526521895,0.021613691596174888,
1,30,37,65.22868843381336,0.0074914424265474944,
2,3,38,20.544759874610147,0.2151979102507491,
2,4,39,20.63561071518338,0.31804371943944526,
2,5,40,18.473055120794,0.5343622378205792,
2,6,41,26.63022189579004,0.3494233457275613,
2,7,42,30.732304974720503,0.0010032838113694974,
2,8,43,22.896031486107038,0.0743470801176061,
2,9,44,29.47605761223797,0.0863722540892427,
2,11,45,19.905114140661464,0.3787622732116542,
2,13,46,29.764762279607996,0.001534726226302845,
2,15,47,68.69964358287515,0.0008652722822935498,
2,16,48,30.23179784934018,0.0042619410326574635,
2,17,49,39.20995486702217,0.0067478323507220855,
2,18,50,34.75651419239634,0.5175126114448863,
2,19,51,27.759242910142294,0.0034555778407519473,
2,20,52,27.416023757224288,0.03705323476745131,
2,22,53,21.390699443632418,0.06166412566535279,
2,23,54,49.19344730176586,0.006760445121471099,
2,24,55,38.36841604015487,0.06617558741932121,
2,29,56,64.7727532840833,0.030219013180048358,
3,4,57,21.517336430447315,0.033751968344616065,
3,5,58,10.867570481471061,0.6670251922222592,
3,6,59,17.674956533018722,0.034513322565749606,
3,8,60,15.969789692575354,0.04234538273208358,
3,9,61,24.11122052680145,0.25934787265327464,
3,10,62,40.17449657671648,0.007157420145445436,
3,11,63,15.12685083566156,0.011395794509292628,
3,12,64,48.01135208167511,0.0010219754235278426,
3,18,65,42.20077151436607,0.007769612838330912,
3,19,66,24.105853503521505,0.00021616624536934464,
3,22,67,18.691205792907468,0.011572335916034947,
3,23,68,54.73307381557175,0.0031717850956062715,
3,24,69,34.996462183517416,0.051388921927551456,
3,26,70,60.35775588726784,0.0034889636051668987,
3,29,71,64.35574104552384,0.04607783883016526,
3,30,72,64.97833973013604,0.012285285257189903,
